z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00113032,1.06263e-05,0.000297208,1.06263e-05,-0.00145279,1.18625e-05,0.000381998,1.18625e-05,0.00145279,1.18625e-05,-0.000381998,1.18625e-05,0.0115416,1.44695e-05,-0.00303476,1.44695e-05,0.0115416,1.44695e-05,-0.00303476,1.44695e-05,-0.000504653,8.2711e-07,0.000132694,8.2711e-07,0.000597347,6.23273e-07,-0.000157067,6.23273e-07,-0.000597347,6.23273e-07,0.000157067,6.23273e-07,2.92649,10000000,1
,0.15,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00112384,1.06263e-05,0.000320476,1.06263e-05,-0.00144446,1.18625e-05,0.000411904,1.18625e-05,0.00144446,1.18625e-05,-0.000411904,1.18625e-05,0.0114754,1.44695e-05,-0.00327235,1.44695e-05,0.0114754,1.44695e-05,-0.00327235,1.44695e-05,-0.000501761,8.2711e-07,0.000143082,8.2711e-07,0.000593923,6.23273e-07,-0.000169364,6.23273e-07,-0.000593923,6.23273e-07,0.000169364,6.23273e-07,3.01837,10000000,1
,0.2,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00113547,1.06263e-05,0.000370288,1.06263e-05,-0.00145941,1.18625e-05,0.000475927,1.18625e-05,0.00145941,1.18625e-05,-0.000475927,1.18625e-05,0.0115942,1.44695e-05,-0.00378098,1.44695e-05,0.0115942,1.44695e-05,-0.00378098,1.44695e-05,-0.000506953,8.2711e-07,0.000165322,8.2711e-07,0.00060007,6.23273e-07,-0.000195688,6.23273e-07,-0.00060007,6.23273e-07,0.000195688,6.23273e-07,2.92183,10000000,1
,0.25,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00116319,1.06263e-05,0.000440752,1.06263e-05,-0.00149503,1.18625e-05,0.000566494,1.18625e-05,0.00149503,1.18625e-05,-0.000566494,1.18625e-05,0.0118772,1.44695e-05,-0.00450048,1.44695e-05,0.0118772,1.44695e-05,-0.00450048,1.44695e-05,-0.000519326,8.2711e-07,0.000196782,8.2711e-07,0.000614715,6.23273e-07,-0.000232927,6.23273e-07,-0.000614715,6.23273e-07,0.000232927,6.23273e-07,3.14522,10000000,1
,0.3,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00119763,1.06263e-05,0.000521946,1.06263e-05,-0.00153931,1.18625e-05,0.000670851,1.18625e-05,0.00153931,1.18625e-05,-0.000670851,1.18625e-05,0.0122289,1.44695e-05,-0.00532953,1.44695e-05,0.0122289,1.44695e-05,-0.00532953,1.44695e-05,-0.000534706,8.2711e-07,0.000233032,8.2711e-07,0.00063292,6.23273e-07,-0.000275835,6.23273e-07,-0.00063292,6.23273e-07,0.000275835,6.23273e-07,2.97932,10000000,1
,0.35,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.0012312,1.06263e-05,0.000606175,1.06263e-05,-0.00158245,1.18625e-05,0.00077911,1.18625e-05,0.00158245,1.18625e-05,-0.00077911,1.18625e-05,0.0125716,1.44695e-05,-0.00618959,1.44695e-05,0.0125716,1.44695e-05,-0.00618959,1.44695e-05,-0.000549692,8.2711e-07,0.000270638,8.2711e-07,0.000650658,6.23273e-07,-0.000320348,6.23273e-07,-0.000650658,6.23273e-07,0.000320348,6.23273e-07,2.9759,10000000,1
,0.4,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00126066,1.06263e-05,0.000689914,1.06263e-05,-0.00162032,1.18625e-05,0.00088674,1.18625e-05,0.00162032,1.18625e-05,-0.00088674,1.18625e-05,0.0128725,1.44695e-05,-0.00704465,1.44695e-05,0.0128725,1.44695e-05,-0.00704465,1.44695e-05,-0.000562847,8.2711e-07,0.000308025,8.2711e-07,0.00066623,6.23273e-07,-0.000364603,6.23273e-07,-0.00066623,6.23273e-07,0.000364603,6.23273e-07,3.17301,10000000,1
,0.45,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00128672,1.06263e-05,0.000773063,1.06263e-05,-0.0016538,1.18625e-05,0.000993609,1.18625e-05,0.0016538,1.18625e-05,-0.000993609,1.18625e-05,0.0131385,1.44695e-05,-0.00789367,1.44695e-05,0.0131385,1.44695e-05,-0.00789367,1.44695e-05,-0.000574479,8.2711e-07,0.000345148,8.2711e-07,0.000679998,6.23273e-07,-0.000408545,6.23273e-07,-0.000679998,6.23273e-07,0.000408545,6.23273e-07,2.968,10000000,1
,0.5,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00131135,1.06263e-05,0.000855712,1.06263e-05,-0.00168547,1.18625e-05,0.00109984,1.18625e-05,0.00168547,1.18625e-05,-0.00109984,1.18625e-05,0.0133901,1.44695e-05,-0.0087376,1.44695e-05,0.0133901,1.44695e-05,-0.0087376,1.44695e-05,-0.000585477,8.2711e-07,0.000382049,8.2711e-07,0.000693017,6.23273e-07,-0.000452223,6.23273e-07,-0.000693017,6.23273e-07,0.000452223,6.23273e-07,2.99949,10000000,1
,0.55,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00133617,1.06263e-05,0.000935247,1.06263e-05,-0.00171737,1.18625e-05,0.00120206,1.18625e-05,0.00171737,1.18625e-05,-0.00120206,1.18625e-05,0.0136435,1.44695e-05,-0.00954972,1.44695e-05,0.0136435,1.44695e-05,-0.00954972,1.44695e-05,-0.000596559,8.2711e-07,0.000417559,8.2711e-07,0.000706135,6.23273e-07,-0.000494255,6.23273e-07,-0.000706135,6.23273e-07,0.000494255,6.23273e-07,3.08372,10000000,1
