z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00515022,1.75437e-05,-0.00193256,1.75437e-05,-0.0139169,2.2998e-05,0.00522216,2.2998e-05,0.0139169,2.2998e-05,-0.00522216,2.2998e-05,0.00748962,1.3761e-05,-0.00281039,1.3761e-05,0.00748962,1.3761e-05,-0.00281039,1.3761e-05,-0.000333149,4.64251e-07,0.000125011,4.64251e-07,0.000128385,1.77676e-07,-4.8175e-05,1.77676e-07,-0.000128385,1.77676e-07,4.8175e-05,1.77676e-07,3.05398,10000000,1
,0.15,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00509004,1.75437e-05,-0.00193681,1.75437e-05,-0.0137543,2.2998e-05,0.00523365,2.2998e-05,0.0137543,2.2998e-05,-0.00523365,2.2998e-05,0.00740209,1.3761e-05,-0.00281658,1.3761e-05,0.00740209,1.3761e-05,-0.00281658,1.3761e-05,-0.000329256,4.64251e-07,0.000125286,4.64251e-07,0.000126885,1.77676e-07,-4.8281e-05,1.77676e-07,-0.000126885,1.77676e-07,4.8281e-05,1.77676e-07,3.06079,10000000,1
,0.2,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00511684,1.75437e-05,-0.00212053,1.75437e-05,-0.0138267,2.2998e-05,0.00573007,2.2998e-05,0.0138267,2.2998e-05,-0.00573007,2.2998e-05,0.00744107,1.3761e-05,-0.00308373,1.3761e-05,0.00744107,1.3761e-05,-0.00308373,1.3761e-05,-0.00033099,4.64251e-07,0.000137169,4.64251e-07,0.000127553,1.77676e-07,-5.28606e-05,1.77676e-07,-0.000127553,1.77676e-07,5.28606e-05,1.77676e-07,3.14541,10000000,1
,0.25,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00522314,1.75437e-05,-0.00245127,1.75437e-05,-0.0141139,2.2998e-05,0.0066238,2.2998e-05,0.0141139,2.2998e-05,-0.0066238,2.2998e-05,0.00759565,1.3761e-05,-0.00356471,1.3761e-05,0.00759565,1.3761e-05,-0.00356471,1.3761e-05,-0.000337866,4.64251e-07,0.000158564,4.64251e-07,0.000130203,1.77676e-07,-6.11053e-05,1.77676e-07,-0.000130203,1.77676e-07,6.11053e-05,1.77676e-07,3.18078,10000000,1
,0.3,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00536431,1.75437e-05,-0.00286526,1.75437e-05,-0.0144954,2.2998e-05,0.0077425,2.2998e-05,0.0144954,2.2998e-05,-0.0077425,2.2998e-05,0.00780095,1.3761e-05,-0.00416676,1.3761e-05,0.00780095,1.3761e-05,-0.00416676,1.3761e-05,-0.000346998,4.64251e-07,0.000185344,4.64251e-07,0.000133722,1.77676e-07,-7.14254e-05,1.77676e-07,-0.000133722,1.77676e-07,7.14254e-05,1.77676e-07,3.25778,10000000,1
,0.35,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.0055033,1.75437e-05,-0.00330714,1.75437e-05,-0.014871,2.2998e-05,0.00893653,2.2998e-05,0.014871,2.2998e-05,-0.00893653,2.2998e-05,0.00800308,1.3761e-05,-0.00480935,1.3761e-05,0.00800308,1.3761e-05,-0.00480935,1.3761e-05,-0.000355989,4.64251e-07,0.000213927,4.64251e-07,0.000137187,1.77676e-07,-8.24405e-05,1.77676e-07,-0.000137187,1.77676e-07,8.24405e-05,1.77676e-07,3.03055,10000000,1
,0.4,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00562592,1.75437e-05,-0.00374706,1.75437e-05,-0.0152023,2.2998e-05,0.0101253,2.2998e-05,0.0152023,2.2998e-05,-0.0101253,2.2998e-05,0.00818139,1.3761e-05,-0.00544909,1.3761e-05,0.00818139,1.3761e-05,-0.00544909,1.3761e-05,-0.00036392,4.64251e-07,0.000242383,4.64251e-07,0.000140243,1.77676e-07,-9.34068e-05,1.77676e-07,-0.000140243,1.77676e-07,9.34068e-05,1.77676e-07,3.05432,10000000,1
,0.45,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00573372,1.75437e-05,-0.00418077,1.75437e-05,-0.0154936,2.2998e-05,0.0112973,2.2998e-05,0.0154936,2.2998e-05,-0.0112973,2.2998e-05,0.00833816,1.3761e-05,-0.00607981,1.3761e-05,0.00833816,1.3761e-05,-0.00607981,1.3761e-05,-0.000370894,4.64251e-07,0.000270439,4.64251e-07,0.00014293,1.77676e-07,-0.000104218,1.77676e-07,-0.00014293,1.77676e-07,0.000104218,1.77676e-07,3.06152,10000000,1
,0.5,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00583459,1.75437e-05,-0.00461906,1.75437e-05,-0.0157662,2.2998e-05,0.0124816,2.2998e-05,0.0157662,2.2998e-05,-0.0124816,2.2998e-05,0.00848484,1.3761e-05,-0.00671718,1.3761e-05,0.00848484,1.3761e-05,-0.00671718,1.3761e-05,-0.000377419,4.64251e-07,0.00029879,4.64251e-07,0.000145445,1.77676e-07,-0.000115144,1.77676e-07,-0.000145445,1.77676e-07,0.000115144,1.77676e-07,3.0961,10000000,1
,0.55,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00593344,1.75437e-05,-0.00506699,1.75437e-05,-0.0160333,2.2998e-05,0.013692,2.2998e-05,0.0160333,2.2998e-05,-0.013692,2.2998e-05,0.00862859,1.3761e-05,-0.00736857,1.3761e-05,0.00862859,1.3761e-05,-0.00736857,1.3761e-05,-0.000383812,4.64251e-07,0.000327765,4.64251e-07,0.000147909,1.77676e-07,-0.00012631,1.77676e-07,-0.000147909,1.77676e-07,0.00012631,1.77676e-07,3.01012,10000000,1
