z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0146541,2.42386e-05,-0.000242559,2.42386e-05,-0.0143271,2.4115e-05,0.000237146,2.4115e-05,0.0143271,2.4115e-05,-0.000237146,2.4115e-05,0.00416938,7.62736e-06,-6.90129e-05,7.62736e-06,0.00416938,7.62736e-06,-6.90129e-05,7.62736e-06,-0.000282346,3.71972e-07,4.67347e-06,3.71972e-07,7.00205e-05,9.33703e-08,-1.159e-06,9.33703e-08,-7.00205e-05,9.33703e-08,1.159e-06,9.33703e-08,2.92913,10000000,1
,0.15,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0140506,2.42386e-05,-0.000511897,2.42386e-05,-0.013737,2.4115e-05,0.000500474,2.4115e-05,0.013737,2.4115e-05,-0.000500474,2.4115e-05,0.00399767,7.62736e-06,-0.000145645,7.62736e-06,0.00399767,7.62736e-06,-0.000145645,7.62736e-06,-0.000270718,3.71972e-07,9.8629e-06,3.71972e-07,6.71368e-05,9.33703e-08,-2.44596e-06,9.33703e-08,-6.71368e-05,9.33703e-08,2.44596e-06,9.33703e-08,3.01107,10000000,1
,0.2,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0138186,2.42386e-05,-0.0010365,2.42386e-05,-0.0135102,2.4115e-05,0.00101337,2.4115e-05,0.0135102,2.4115e-05,-0.00101337,2.4115e-05,0.00393167,7.62736e-06,-0.000294905,7.62736e-06,0.00393167,7.62736e-06,-0.000294905,7.62736e-06,-0.000266248,3.71972e-07,1.99706e-05,3.71972e-07,6.60284e-05,9.33703e-08,-4.95262e-06,9.33703e-08,-6.60284e-05,9.33703e-08,4.95262e-06,9.33703e-08,2.94256,10000000,1
,0.25,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0139691,2.42386e-05,-0.00171543,2.42386e-05,-0.0136573,2.4115e-05,0.00167715,2.4115e-05,0.0136573,2.4115e-05,-0.00167715,2.4115e-05,0.00397448,7.62736e-06,-0.000488074,7.62736e-06,0.00397448,7.62736e-06,-0.000488074,7.62736e-06,-0.000269147,3.71972e-07,3.30518e-05,3.71972e-07,6.67473e-05,9.33703e-08,-8.19671e-06,9.33703e-08,-6.67473e-05,9.33703e-08,8.19671e-06,9.33703e-08,2.95548,10000000,1
,0.3,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0143331,2.42386e-05,-0.00244816,2.42386e-05,-0.0140133,2.4115e-05,0.00239353,2.4115e-05,0.0140133,2.4115e-05,-0.00239353,2.4115e-05,0.00407806,7.62736e-06,-0.000696551,7.62736e-06,0.00407806,7.62736e-06,-0.000696551,7.62736e-06,-0.000276162,3.71972e-07,4.71696e-05,3.71972e-07,6.84869e-05,9.33703e-08,-1.16979e-05,9.33703e-08,-6.84869e-05,9.33703e-08,1.16979e-05,9.33703e-08,2.97119,10000000,1
,0.35,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0147295,2.42386e-05,-0.00318625,2.42386e-05,-0.0144008,2.4115e-05,0.00311515,2.4115e-05,0.0144008,2.4115e-05,-0.00311515,2.4115e-05,0.00419084,7.62736e-06,-0.000906552,7.62736e-06,0.00419084,7.62736e-06,-0.000906552,7.62736e-06,-0.000283798,3.71972e-07,6.13906e-05,3.71972e-07,7.03808e-05,9.33703e-08,-1.52246e-05,9.33703e-08,-7.03808e-05,9.33703e-08,1.52246e-05,9.33703e-08,3.02052,10000000,1
,0.4,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0150558,2.42386e-05,-0.00393416,2.42386e-05,-0.0147198,2.4115e-05,0.00384636,2.4115e-05,0.0147198,2.4115e-05,-0.00384636,2.4115e-05,0.00428369,7.62736e-06,-0.00111935,7.62736e-06,0.00428369,7.62736e-06,-0.00111935,7.62736e-06,-0.000290086,3.71972e-07,7.58008e-05,3.71972e-07,7.19401e-05,9.33703e-08,-1.87983e-05,9.33703e-08,-7.19401e-05,9.33703e-08,1.87983e-05,9.33703e-08,2.97189,10000000,1
,0.45,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0152919,2.42386e-05,-0.00471828,2.42386e-05,-0.0149506,2.4115e-05,0.00461299,2.4115e-05,0.0149506,2.4115e-05,-0.00461299,2.4115e-05,0.00435085,7.62736e-06,-0.00134245,7.62736e-06,0.00435085,7.62736e-06,-0.00134245,7.62736e-06,-0.000294634,3.71972e-07,9.09088e-05,3.71972e-07,7.3068e-05,9.33703e-08,-2.2545e-05,9.33703e-08,-7.3068e-05,9.33703e-08,2.2545e-05,9.33703e-08,2.96312,10000000,1
,0.5,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0154834,2.42386e-05,-0.00553853,2.42386e-05,-0.0151379,2.4115e-05,0.00541493,2.4115e-05,0.0151379,2.4115e-05,-0.00541493,2.4115e-05,0.00440534,7.62736e-06,-0.00157582,7.62736e-06,0.00440534,7.62736e-06,-0.00157582,7.62736e-06,-0.000298324,3.71972e-07,0.000106713,3.71972e-07,7.39831e-05,9.33703e-08,-2.64643e-05,9.33703e-08,-7.39831e-05,9.33703e-08,2.64643e-05,9.33703e-08,2.95121,10000000,1
,0.55,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0157106,2.42386e-05,-0.00632583,2.42386e-05,-0.01536,2.4115e-05,0.00618466,2.4115e-05,0.01536,2.4115e-05,-0.00618466,2.4115e-05,0.00446997,7.62736e-06,-0.00179983,7.62736e-06,0.00446997,7.62736e-06,-0.00179983,7.62736e-06,-0.000302701,3.71972e-07,0.000121882,3.71972e-07,7.50686e-05,9.33703e-08,-3.02262e-05,9.33703e-08,-7.50686e-05,9.33703e-08,3.02262e-05,9.33703e-08,2.96683,10000000,1
