z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00451388,1.75437e-05,-6.19866e-05,1.75437e-05,-0.0121974,2.2998e-05,0.0001675,2.2998e-05,0.0121974,2.2998e-05,-0.0001675,2.2998e-05,0.00656422,1.3761e-05,-9.01428e-05,1.3761e-05,0.00656422,1.3761e-05,-9.01428e-05,1.3761e-05,-0.000291986,4.64251e-07,4.00969e-06,4.64251e-07,0.000112522,1.77676e-07,-1.5452e-06,1.77676e-07,-0.000112522,1.77676e-07,1.5452e-06,1.77676e-07,3.01355,10000000,1
,0.15,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00437413,1.75437e-05,-0.000159004,1.75437e-05,-0.0118198,2.2998e-05,0.00042966,2.2998e-05,0.0118198,2.2998e-05,-0.00042966,2.2998e-05,0.006361,1.3761e-05,-0.000231229,1.3761e-05,0.006361,1.3761e-05,-0.000231229,1.3761e-05,-0.000282947,4.64251e-07,1.02854e-05,4.64251e-07,0.000109039,1.77676e-07,-3.96366e-06,1.77676e-07,-0.000109039,1.77676e-07,3.96366e-06,1.77676e-07,3.03617,10000000,1
,0.2,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.004337,1.75437e-05,-0.000327411,1.75437e-05,-0.0117194,2.2998e-05,0.000884728,2.2998e-05,0.0117194,2.2998e-05,-0.000884728,2.2998e-05,0.006307,1.3761e-05,-0.000476131,1.3761e-05,0.006307,1.3761e-05,-0.000476131,1.3761e-05,-0.000280545,4.64251e-07,2.1179e-05,4.64251e-07,0.000108113,1.77676e-07,-8.16171e-06,1.77676e-07,-0.000108113,1.77676e-07,8.16171e-06,1.77676e-07,3.02716,10000000,1
,0.25,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.0044051,1.75437e-05,-0.000539027,1.75437e-05,-0.0119034,2.2998e-05,0.00145656,2.2998e-05,0.0119034,2.2998e-05,-0.00145656,2.2998e-05,0.00640604,1.3761e-05,-0.00078387,1.3761e-05,0.00640604,1.3761e-05,-0.00078387,1.3761e-05,-0.00028495,4.64251e-07,3.48677e-05,4.64251e-07,0.000109811,1.77676e-07,-1.34369e-05,1.77676e-07,-0.000109811,1.77676e-07,1.34369e-05,1.77676e-07,3.02713,10000000,1
,0.3,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00452987,1.75437e-05,-0.000765656,1.75437e-05,-0.0122406,2.2998e-05,0.00206895,2.2998e-05,0.0122406,2.2998e-05,-0.00206895,2.2998e-05,0.00658748,1.3761e-05,-0.00111344,1.3761e-05,0.00658748,1.3761e-05,-0.00111344,1.3761e-05,-0.000293021,4.64251e-07,4.95275e-05,4.64251e-07,0.000112921,1.77676e-07,-1.90863e-05,1.77676e-07,-0.000112921,1.77676e-07,1.90863e-05,1.77676e-07,3.14156,10000000,1
,0.35,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00466098,1.75437e-05,-0.000993805,1.75437e-05,-0.0125949,2.2998e-05,0.00268545,2.2998e-05,0.0125949,2.2998e-05,-0.00268545,2.2998e-05,0.00677814,1.3761e-05,-0.00144522,1.3761e-05,0.00677814,1.3761e-05,-0.00144522,1.3761e-05,-0.000301502,4.64251e-07,6.42856e-05,4.64251e-07,0.000116189,1.77676e-07,-2.47736e-05,1.77676e-07,-0.000116189,1.77676e-07,2.47736e-05,1.77676e-07,3.09788,10000000,1
,0.4,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00477144,1.75437e-05,-0.00122366,1.75437e-05,-0.0128933,2.2998e-05,0.00330656,2.2998e-05,0.0128933,2.2998e-05,-0.00330656,2.2998e-05,0.00693877,1.3761e-05,-0.00177948,1.3761e-05,0.00693877,1.3761e-05,-0.00177948,1.3761e-05,-0.000308647,4.64251e-07,7.9154e-05,4.64251e-07,0.000118943,1.77676e-07,-3.05034e-05,1.77676e-07,-0.000118943,1.77676e-07,3.05034e-05,1.77676e-07,3.04687,10000000,1
,0.45,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00485745,1.75437e-05,-0.00146069,1.75437e-05,-0.0131258,2.2998e-05,0.00394708,2.2998e-05,0.0131258,2.2998e-05,-0.00394708,2.2998e-05,0.00706385,1.3761e-05,-0.00212419,1.3761e-05,0.00706385,1.3761e-05,-0.00212419,1.3761e-05,-0.000314211,4.64251e-07,9.4487e-05,4.64251e-07,0.000121087,1.77676e-07,-3.64123e-05,1.77676e-07,-0.000121087,1.77676e-07,3.64123e-05,1.77676e-07,3.14876,10000000,1
,0.5,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.00493402,1.75437e-05,-0.00170161,1.75437e-05,-0.0133327,2.2998e-05,0.00459807,2.2998e-05,0.0133327,2.2998e-05,-0.00459807,2.2998e-05,0.00717521,1.3761e-05,-0.00247453,1.3761e-05,0.00717521,1.3761e-05,-0.00247453,1.3761e-05,-0.000319164,4.64251e-07,0.000110071,4.64251e-07,0.000122996,1.77676e-07,-4.24177e-05,1.77676e-07,-0.000122996,1.77676e-07,4.24177e-05,1.77676e-07,3.02179,10000000,1
,0.55,0.190923,0.000131186,0.190923,0.000131186,0.130186,0.000111629,0.130186,0.000111629,-0.0170175,1.09821e-05,-0.0170175,1.09821e-05,-0.00189569,1.1049e-06,-0.00189569,1.1049e-06,0.005025,1.75437e-05,-0.0019225,1.75437e-05,-0.0135785,2.2998e-05,0.00519497,2.2998e-05,0.0135785,2.2998e-05,-0.00519497,2.2998e-05,0.0073075,1.3761e-05,-0.00279576,1.3761e-05,0.0073075,1.3761e-05,-0.00279576,1.3761e-05,-0.000325049,4.64251e-07,0.00012436,4.64251e-07,0.000125263,1.77676e-07,-4.79242e-05,1.77676e-07,-0.000125263,1.77676e-07,4.79242e-05,1.77676e-07,3.18925,10000000,1
