z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00120146,1.06263e-05,0.00039613,1.06263e-05,-0.00154422,1.18625e-05,0.000509141,1.18625e-05,0.00154422,1.18625e-05,-0.000509141,1.18625e-05,0.0122679,1.44695e-05,-0.00404484,1.44695e-05,0.0122679,1.44695e-05,-0.00404484,1.44695e-05,-0.000536412,8.2711e-07,0.00017686,8.2711e-07,0.00063494,6.23273e-07,-0.000209345,6.23273e-07,-0.00063494,6.23273e-07,0.000209345,6.23273e-07,3.1951,10000000,1
,0.15,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00119922,1.06263e-05,0.000419815,1.06263e-05,-0.00154135,1.18625e-05,0.000539584,1.18625e-05,0.00154135,1.18625e-05,-0.000539584,1.18625e-05,0.0122451,1.44695e-05,-0.00428669,1.44695e-05,0.0122451,1.44695e-05,-0.00428669,1.44695e-05,-0.000535415,8.2711e-07,0.000187434,8.2711e-07,0.000633759,6.23273e-07,-0.000221862,6.23273e-07,-0.000633759,6.23273e-07,0.000221862,6.23273e-07,2.94666,10000000,1
,0.2,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.0012128,1.06263e-05,0.000476223,1.06263e-05,-0.0015588,1.18625e-05,0.000612085,1.18625e-05,0.0015588,1.18625e-05,-0.000612085,1.18625e-05,0.0123838,1.44695e-05,-0.00486267,1.44695e-05,0.0123838,1.44695e-05,-0.00486267,1.44695e-05,-0.000541477,8.2711e-07,0.000212619,8.2711e-07,0.000640934,6.23273e-07,-0.000251672,6.23273e-07,-0.000640934,6.23273e-07,0.000251672,6.23273e-07,2.90278,10000000,1
,0.25,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00123964,1.06263e-05,0.000559797,1.06263e-05,-0.00159329,1.18625e-05,0.000719501,1.18625e-05,0.00159329,1.18625e-05,-0.000719501,1.18625e-05,0.0126578,1.44695e-05,-0.00571603,1.44695e-05,0.0126578,1.44695e-05,-0.00571603,1.44695e-05,-0.00055346,8.2711e-07,0.000249932,8.2711e-07,0.000655118,6.23273e-07,-0.000295839,6.23273e-07,-0.000655118,6.23273e-07,0.000295839,6.23273e-07,3.02866,10000000,1
,0.3,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00127137,1.06263e-05,0.000659068,1.06263e-05,-0.00163408,1.18625e-05,0.000847092,1.18625e-05,0.00163408,1.18625e-05,-0.000847092,1.18625e-05,0.0129818,1.44695e-05,-0.00672967,1.44695e-05,0.0129818,1.44695e-05,-0.00672967,1.44695e-05,-0.000567626,8.2711e-07,0.000294253,8.2711e-07,0.000671887,6.23273e-07,-0.000348301,6.23273e-07,-0.000671887,6.23273e-07,0.000348301,6.23273e-07,2.92646,10000000,1
,0.35,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00130175,1.06263e-05,0.000764133,1.06263e-05,-0.00167312,1.18625e-05,0.000982132,1.18625e-05,0.00167312,1.18625e-05,-0.000982132,1.18625e-05,0.013292,1.44695e-05,-0.00780249,1.44695e-05,0.013292,1.44695e-05,-0.00780249,1.44695e-05,-0.00058119,8.2711e-07,0.000341162,8.2711e-07,0.000687942,6.23273e-07,-0.000403826,6.23273e-07,-0.000687942,6.23273e-07,0.000403826,6.23273e-07,2.94498,10000000,1
,0.4,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00132854,1.06263e-05,0.000869558,1.06263e-05,-0.00170755,1.18625e-05,0.00111763,1.18625e-05,0.00170755,1.18625e-05,-0.00111763,1.18625e-05,0.0135656,1.44695e-05,-0.00887897,1.44695e-05,0.0135656,1.44695e-05,-0.00887897,1.44695e-05,-0.00059315,8.2711e-07,0.000388231,8.2711e-07,0.000702099,6.23273e-07,-0.00045954,6.23273e-07,-0.000702099,6.23273e-07,0.00045954,6.23273e-07,3.03631,10000000,1
,0.45,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00135244,1.06263e-05,0.000974901,1.06263e-05,-0.00173828,1.18625e-05,0.00125303,1.18625e-05,0.00173828,1.18625e-05,-0.00125303,1.18625e-05,0.0138096,1.44695e-05,-0.00995462,1.44695e-05,0.0138096,1.44695e-05,-0.00995462,1.44695e-05,-0.000603822,8.2711e-07,0.000435263,8.2711e-07,0.000714731,6.23273e-07,-0.000515211,6.23273e-07,-0.000714731,6.23273e-07,0.000515211,6.23273e-07,3.0039,10000000,1
,0.5,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00137474,1.06263e-05,0.00108141,1.06263e-05,-0.00176694,1.18625e-05,0.00138993,1.18625e-05,0.00176694,1.18625e-05,-0.00138993,1.18625e-05,0.0140374,1.44695e-05,-0.0110422,1.44695e-05,0.0140374,1.44695e-05,-0.0110422,1.44695e-05,-0.000613779,8.2711e-07,0.000482818,8.2711e-07,0.000726517,6.23273e-07,-0.000571501,6.23273e-07,-0.000726517,6.23273e-07,0.000571501,6.23273e-07,3.17207,10000000,1
,0.55,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00139592,1.06263e-05,0.00118861,1.06263e-05,-0.00179416,1.18625e-05,0.0015277,1.18625e-05,0.00179416,1.18625e-05,-0.0015277,1.18625e-05,0.0142536,1.44695e-05,-0.0121367,1.44695e-05,0.0142536,1.44695e-05,-0.0121367,1.44695e-05,-0.000623233,8.2711e-07,0.000530675,8.2711e-07,0.000737707,6.23273e-07,-0.000628149,6.23273e-07,-0.000737707,6.23273e-07,0.000628149,6.23273e-07,3.08459,10000000,1
