z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0178301,2.42386e-05,-0.00578929,2.42386e-05,-0.0174322,2.4115e-05,0.00566009,2.4115e-05,0.0174322,2.4115e-05,-0.00566009,2.4115e-05,0.00507301,7.62736e-06,-0.00164717,7.62736e-06,0.00507301,7.62736e-06,-0.00164717,7.62736e-06,-0.000343538,3.71972e-07,0.000111544,3.71972e-07,8.5196e-05,9.33703e-08,-2.76625e-05,9.33703e-08,-8.5196e-05,9.33703e-08,2.76625e-05,9.33703e-08,2.91555,10000000,1
,0.15,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.017709,2.42386e-05,-0.00569502,2.42386e-05,-0.0173138,2.4115e-05,0.00556793,2.4115e-05,0.0173138,2.4115e-05,-0.00556793,2.4115e-05,0.00503857,7.62736e-06,-0.00162035,7.62736e-06,0.00503857,7.62736e-06,-0.00162035,7.62736e-06,-0.000341206,3.71972e-07,0.000109728,3.71972e-07,8.46175e-05,9.33703e-08,-2.72121e-05,9.33703e-08,-8.46175e-05,9.33703e-08,2.72121e-05,9.33703e-08,2.93283,10000000,1
,0.2,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0177495,2.42386e-05,-0.00632927,2.42386e-05,-0.0173534,2.4115e-05,0.00618802,2.4115e-05,0.0173534,2.4115e-05,-0.00618802,2.4115e-05,0.00505009,7.62736e-06,-0.0018008,7.62736e-06,0.00505009,7.62736e-06,-0.0018008,7.62736e-06,-0.000341986,3.71972e-07,0.000121948,3.71972e-07,8.48111e-05,9.33703e-08,-3.02426e-05,9.33703e-08,-8.48111e-05,9.33703e-08,3.02426e-05,9.33703e-08,2.95725,10000000,1
,0.25,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0179353,2.42386e-05,-0.00753876,2.42386e-05,-0.0175351,2.4115e-05,0.00737052,2.4115e-05,0.0175351,2.4115e-05,-0.00737052,2.4115e-05,0.00510297,7.62736e-06,-0.00214493,7.62736e-06,0.00510297,7.62736e-06,-0.00214493,7.62736e-06,-0.000345567,3.71972e-07,0.000145252,3.71972e-07,8.5699e-05,9.33703e-08,-3.60219e-05,9.33703e-08,-8.5699e-05,9.33703e-08,3.60219e-05,9.33703e-08,2.92784,10000000,1
,0.3,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0181792,2.42386e-05,-0.00911949,2.42386e-05,-0.0177735,2.4115e-05,0.00891598,2.4115e-05,0.0177735,2.4115e-05,-0.00891598,2.4115e-05,0.00517235,7.62736e-06,-0.00259468,7.62736e-06,0.00517235,7.62736e-06,-0.00259468,7.62736e-06,-0.000350265,3.71972e-07,0.000175708,3.71972e-07,8.68643e-05,9.33703e-08,-4.3575e-05,9.33703e-08,-8.68643e-05,9.33703e-08,4.3575e-05,9.33703e-08,2.9706,10000000,1
,0.35,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0184143,2.42386e-05,-0.0108859,2.42386e-05,-0.0180034,2.4115e-05,0.010643,2.4115e-05,0.0180034,2.4115e-05,-0.010643,2.4115e-05,0.00523925,7.62736e-06,-0.00309727,7.62736e-06,0.00523925,7.62736e-06,-0.00309727,7.62736e-06,-0.000354796,3.71972e-07,0.000209743,3.71972e-07,8.79878e-05,9.33703e-08,-5.20154e-05,9.33703e-08,-8.79878e-05,9.33703e-08,5.20154e-05,9.33703e-08,3.05319,10000000,1
,0.4,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0186211,2.42386e-05,-0.0127128,2.42386e-05,-0.0182056,2.4115e-05,0.0124291,2.4115e-05,0.0182056,2.4115e-05,-0.0124291,2.4115e-05,0.00529808,7.62736e-06,-0.00361704,7.62736e-06,0.00529808,7.62736e-06,-0.00361704,7.62736e-06,-0.00035878,3.71972e-07,0.000244941,3.71972e-07,8.89759e-05,9.33703e-08,-6.07444e-05,9.33703e-08,-8.89759e-05,9.33703e-08,6.07444e-05,9.33703e-08,2.97403,10000000,1
,0.45,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0188072,2.42386e-05,-0.0145583,2.42386e-05,-0.0183875,2.4115e-05,0.0142334,2.4115e-05,0.0183875,2.4115e-05,-0.0142334,2.4115e-05,0.00535103,7.62736e-06,-0.00414212,7.62736e-06,0.00535103,7.62736e-06,-0.00414212,7.62736e-06,-0.000362365,3.71972e-07,0.0002805,3.71972e-07,8.9865e-05,9.33703e-08,-6.95627e-05,9.33703e-08,-8.9865e-05,9.33703e-08,6.95627e-05,9.33703e-08,3.00842,10000000,1
,0.5,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0189849,2.42386e-05,-0.0164634,2.42386e-05,-0.0185612,2.4115e-05,0.016096,2.4115e-05,0.0185612,2.4115e-05,-0.016096,2.4115e-05,0.00540158,7.62736e-06,-0.00468417,7.62736e-06,0.00540158,7.62736e-06,-0.00468417,7.62736e-06,-0.000365789,3.71972e-07,0.000317206,3.71972e-07,9.0714e-05,9.33703e-08,-7.86658e-05,9.33703e-08,-9.0714e-05,9.33703e-08,7.86658e-05,9.33703e-08,3.19431,10000000,1
,0.55,0.190288,0.000114079,0.190288,0.000114079,0.0863818,6.85544e-05,0.0863818,6.85544e-05,-0.0145862,8.36258e-06,-0.0145862,8.36258e-06,-0.00108953,5.4875e-07,-0.00108953,5.4875e-07,0.0191537,2.42386e-05,-0.0184975,2.42386e-05,-0.0187263,2.4115e-05,0.0180847,2.4115e-05,0.0187263,2.4115e-05,-0.0180847,2.4115e-05,0.00544961,7.62736e-06,-0.00526291,7.62736e-06,0.00544961,7.62736e-06,-0.00526291,7.62736e-06,-0.000369041,3.71972e-07,0.000356398,3.71972e-07,9.15206e-05,9.33703e-08,-8.83851e-05,9.33703e-08,-9.15206e-05,9.33703e-08,8.83851e-05,9.33703e-08,3.04185,10000000,1
