z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00100584,1.06263e-05,1.02956e-05,1.06263e-05,-0.0012928,1.18625e-05,1.32328e-05,1.18625e-05,0.0012928,1.18625e-05,-1.32328e-05,1.18625e-05,0.0102706,1.44695e-05,-0.000105127,1.44695e-05,0.0102706,1.44695e-05,-0.000105127,1.44695e-05,-0.000449078,8.2711e-07,4.59666e-06,8.2711e-07,0.000531564,6.23273e-07,-5.44097e-06,6.23273e-07,-0.000531564,6.23273e-07,5.44097e-06,6.23273e-07,2.98513,10000000,1
,0.15,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.000989497,1.06263e-05,3.59155e-05,1.06263e-05,-0.00127179,1.18625e-05,4.61618e-05,1.18625e-05,0.00127179,1.18625e-05,-4.61618e-05,1.18625e-05,0.0101037,1.44695e-05,-0.00036673,1.44695e-05,0.0101037,1.44695e-05,-0.00036673,1.44695e-05,-0.00044178,8.2711e-07,1.60352e-05,8.2711e-07,0.000522925,6.23273e-07,-1.89805e-05,6.23273e-07,-0.000522925,6.23273e-07,1.89805e-05,6.23273e-07,2.95232,10000000,1
,0.2,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.000992729,1.06263e-05,7.55059e-05,1.06263e-05,-0.00127594,1.18625e-05,9.70469e-05,1.18625e-05,0.00127594,1.18625e-05,-9.70469e-05,1.18625e-05,0.0101367,1.44695e-05,-0.000770983,1.44695e-05,0.0101367,1.44695e-05,-0.000770983,1.44695e-05,-0.000443223,8.2711e-07,3.3711e-05,8.2711e-07,0.000524633,6.23273e-07,-3.9903e-05,6.23273e-07,-0.000524633,6.23273e-07,3.9903e-05,6.23273e-07,3.08198,10000000,1
,0.25,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00101514,1.06263e-05,0.000123263,1.06263e-05,-0.00130475,1.18625e-05,0.000158428,1.18625e-05,0.00130475,1.18625e-05,-0.000158428,1.18625e-05,0.0103655,1.44695e-05,-0.00125862,1.44695e-05,0.0103655,1.44695e-05,-0.00125862,1.44695e-05,-0.00045323,8.2711e-07,5.5033e-05,8.2711e-07,0.000536479,6.23273e-07,-6.51414e-05,6.23273e-07,-0.000536479,6.23273e-07,6.51414e-05,6.23273e-07,2.99072,10000000,1
,0.3,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00104706,1.06263e-05,0.000173711,1.06263e-05,-0.00134578,1.18625e-05,0.000223269,1.18625e-05,0.00134578,1.18625e-05,-0.000223269,1.18625e-05,0.0106915,1.44695e-05,-0.00177375,1.44695e-05,0.0106915,1.44695e-05,-0.00177375,1.44695e-05,-0.000467482,8.2711e-07,7.75567e-05,8.2711e-07,0.000553348,6.23273e-07,-9.18022e-05,6.23273e-07,-0.000553348,6.23273e-07,9.18022e-05,6.23273e-07,3.00056,10000000,1
,0.35,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.0010793,1.06263e-05,0.000224183,1.06263e-05,-0.00138722,1.18625e-05,0.000288139,1.18625e-05,0.00138722,1.18625e-05,-0.000288139,1.18625e-05,0.0110207,1.44695e-05,-0.00228911,1.44695e-05,0.0110207,1.44695e-05,-0.00228911,1.44695e-05,-0.000481875,8.2711e-07,0.00010009,8.2711e-07,0.000570386,6.23273e-07,-0.000118475,6.23273e-07,-0.000570386,6.23273e-07,0.000118475,6.23273e-07,3.02715,10000000,1
,0.4,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00110702,1.06263e-05,0.000274595,1.06263e-05,-0.00142285,1.18625e-05,0.000352934,1.18625e-05,0.00142285,1.18625e-05,-0.000352934,1.18625e-05,0.0113037,1.44695e-05,-0.00280386,1.44695e-05,0.0113037,1.44695e-05,-0.00280386,1.44695e-05,-0.000494252,8.2711e-07,0.000122598,8.2711e-07,0.000585035,6.23273e-07,-0.000145117,6.23273e-07,-0.000585035,6.23273e-07,0.000145117,6.23273e-07,2.94425,10000000,1
,0.45,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00113072,1.06263e-05,0.000325126,1.06263e-05,-0.00145331,1.18625e-05,0.000417881,1.18625e-05,0.00145331,1.18625e-05,-0.000417881,1.18625e-05,0.0115457,1.44695e-05,-0.00331983,1.44695e-05,0.0115457,1.44695e-05,-0.00331983,1.44695e-05,-0.000504833,8.2711e-07,0.000145159,8.2711e-07,0.00059756,6.23273e-07,-0.000171821,6.23273e-07,-0.00059756,6.23273e-07,0.000171821,6.23273e-07,2.93737,10000000,1
,0.5,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00115381,1.06263e-05,0.000373948,1.06263e-05,-0.00148298,1.18625e-05,0.000480632,1.18625e-05,0.00148298,1.18625e-05,-0.000480632,1.18625e-05,0.0117814,1.44695e-05,-0.00381835,1.44695e-05,0.0117814,1.44695e-05,-0.00381835,1.44695e-05,-0.00051514,8.2711e-07,0.000166956,8.2711e-07,0.00060976,6.23273e-07,-0.000197622,6.23273e-07,-0.00060976,6.23273e-07,0.000197622,6.23273e-07,3.1857,10000000,1
,0.55,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00118061,1.06263e-05,0.000415693,1.06263e-05,-0.00151742,1.18625e-05,0.000534286,1.18625e-05,0.00151742,1.18625e-05,-0.000534286,1.18625e-05,0.0120551,1.44695e-05,-0.0042446,1.44695e-05,0.0120551,1.44695e-05,-0.0042446,1.44695e-05,-0.000527104,8.2711e-07,0.000185594,8.2711e-07,0.000623922,6.23273e-07,-0.000219684,6.23273e-07,-0.000623922,6.23273e-07,0.000219684,6.23273e-07,3.27187,10000000,1
