z2,<dsig|1;0>U,err[1],<dsig|1;0>L,err[2],<dsig|2;0>U,err[3],<dsig|2;0>L,err[4],<ALL|0;0>U,err[5],<ALL|0;0>L,err[6],<ALL|1;0>U,err[7],<ALL|1;0>L,err[8],<dsig|0;1>U,err[9],<dsig|0;1>L,err[10],<dsig|1;-1>U,err[11],<dsig|1;-1>L,err[12],<dsig|1;1>U,err[13],<dsig|1;1>L,err[14],<dsig|2;1>U,err[15],<dsig|2;1>L,err[16],<dsig|2;-1>U,err[17],<dsig|2;-1>L,err[18],<ALL|0;1>U,err[19],<ALL|0;1>L,err[20],<ALL|1;-1>U,err[21],<ALL|1;-1>L,err[22],<ALL|1;1>U,err[23],<ALL|1;1>L,err[24],time[s],neval,fail
,0.1,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00102039,1.06263e-05,9.49929e-05,1.06263e-05,-0.0013115,1.18625e-05,0.000122093,1.18625e-05,0.0013115,1.18625e-05,-0.000122093,1.18625e-05,0.0104191,1.44695e-05,-0.000969963,1.44695e-05,0.0104191,1.44695e-05,-0.000969963,1.44695e-05,-0.000455572,8.2711e-07,4.24114e-05,8.2711e-07,0.000539251,6.23273e-07,-5.02014e-05,6.23273e-07,-0.000539251,6.23273e-07,5.02014e-05,6.23273e-07,3.09343,10000000,1
,0.15,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00100663,1.06263e-05,0.000118585,1.06263e-05,-0.00129381,1.18625e-05,0.000152416,1.18625e-05,0.00129381,1.18625e-05,-0.000152416,1.18625e-05,0.0102786,1.44695e-05,-0.00121086,1.44695e-05,0.0102786,1.44695e-05,-0.00121086,1.44695e-05,-0.000449429,8.2711e-07,5.29444e-05,8.2711e-07,0.00053198,6.23273e-07,-6.26692e-05,6.23273e-07,-0.00053198,6.23273e-07,6.26692e-05,6.23273e-07,3.09738,10000000,1
,0.2,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00101277,1.06263e-05,0.000159339,1.06263e-05,-0.00130171,1.18625e-05,0.000204797,1.18625e-05,0.00130171,1.18625e-05,-0.000204797,1.18625e-05,0.0103413,1.44695e-05,-0.001627,1.44695e-05,0.0103413,1.44695e-05,-0.001627,1.44695e-05,-0.000452172,8.2711e-07,7.11401e-05,8.2711e-07,0.000535226,6.23273e-07,-8.4207e-05,6.23273e-07,-0.000535226,6.23273e-07,8.4207e-05,6.23273e-07,3.19804,10000000,1
,0.25,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00103795,1.06263e-05,0.000211333,1.06263e-05,-0.00133407,1.18625e-05,0.000271625,1.18625e-05,0.00133407,1.18625e-05,-0.000271625,1.18625e-05,0.0105984,1.44695e-05,-0.00215791,1.44695e-05,0.0105984,1.44695e-05,-0.00215791,1.44695e-05,-0.000463413,8.2711e-07,9.43538e-05,8.2711e-07,0.000548533,6.23273e-07,-0.000111685,6.23273e-07,-0.000548533,6.23273e-07,0.000111685,6.23273e-07,2.99305,10000000,1
,0.3,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.0010723,1.06263e-05,0.000267757,1.06263e-05,-0.00137822,1.18625e-05,0.000344146,1.18625e-05,0.00137822,1.18625e-05,-0.000344146,1.18625e-05,0.0109492,1.44695e-05,-0.00273404,1.44695e-05,0.0109492,1.44695e-05,-0.00273404,1.44695e-05,-0.00047875,8.2711e-07,0.000119545,8.2711e-07,0.000566686,6.23273e-07,-0.000141503,6.23273e-07,-0.000566686,6.23273e-07,0.000141503,6.23273e-07,2.93032,10000000,1
,0.35,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00110675,1.06263e-05,0.000324572,1.06263e-05,-0.0014225,1.18625e-05,0.000417169,1.18625e-05,0.0014225,1.18625e-05,-0.000417169,1.18625e-05,0.0113009,1.44695e-05,-0.00331418,1.44695e-05,0.0113009,1.44695e-05,-0.00331418,1.44695e-05,-0.00049413,8.2711e-07,0.000144911,8.2711e-07,0.000584892,6.23273e-07,-0.000171529,6.23273e-07,-0.000584892,6.23273e-07,0.000171529,6.23273e-07,3.15626,10000000,1
,0.4,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00113671,1.06263e-05,0.000380856,1.06263e-05,-0.001461,1.18625e-05,0.00048951,1.18625e-05,0.001461,1.18625e-05,-0.00048951,1.18625e-05,0.0116068,1.44695e-05,-0.00388889,1.44695e-05,0.0116068,1.44695e-05,-0.00388889,1.44695e-05,-0.000507505,8.2711e-07,0.00017004,8.2711e-07,0.000600723,6.23273e-07,-0.000201273,6.23273e-07,-0.000600723,6.23273e-07,0.000201273,6.23273e-07,2.93938,10000000,1
,0.45,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00116271,1.06263e-05,0.000436788,1.06263e-05,-0.00149442,1.18625e-05,0.000561399,1.18625e-05,0.00149442,1.18625e-05,-0.000561399,1.18625e-05,0.0118723,1.44695e-05,-0.00446,1.44695e-05,0.0118723,1.44695e-05,-0.00446,1.44695e-05,-0.000519113,8.2711e-07,0.000195012,8.2711e-07,0.000614463,6.23273e-07,-0.000230832,6.23273e-07,-0.000614463,6.23273e-07,0.000230832,6.23273e-07,3.12459,10000000,1
,0.5,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00118787,1.06263e-05,0.000491084,1.06263e-05,-0.00152675,1.18625e-05,0.000631185,1.18625e-05,0.00152675,1.18625e-05,-0.000631185,1.18625e-05,0.0121292,1.44695e-05,-0.00501441,1.44695e-05,0.0121292,1.44695e-05,-0.00501441,1.44695e-05,-0.000530345,8.2711e-07,0.000219254,8.2711e-07,0.000627758,6.23273e-07,-0.000259526,6.23273e-07,-0.000627758,6.23273e-07,0.000259526,6.23273e-07,2.91389,10000000,1
,0.55,0.046725,7.29912e-05,0.046725,7.29912e-05,0.134824,7.17439e-05,0.134824,7.17439e-05,-0.0406747,2.48104e-05,-0.0406747,2.48104e-05,-0.0106998,4.47186e-06,-0.0106998,4.47186e-06,-0.00121587,1.06263e-05,0.000539137,1.06263e-05,-0.00156274,1.18625e-05,0.000692947,1.18625e-05,0.00156274,1.18625e-05,-0.000692947,1.18625e-05,0.0124151,1.44695e-05,-0.00550508,1.44695e-05,0.0124151,1.44695e-05,-0.00550508,1.44695e-05,-0.000542846,8.2711e-07,0.000240708,8.2711e-07,0.000642556,6.23273e-07,-0.000284921,6.23273e-07,-0.000642556,6.23273e-07,0.000284921,6.23273e-07,3.0404,10000000,1
