z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0358134,2.51419e-05,-0,-nan,-0.0120672,8.4715e-06,0,-nan,0.174081,0.000122209,-0,-nan,1.65212,1.42016,0.205728,-0.0693196,248.864,20000000,0
0.15,0.0359294,2.5196e-05,-0,-nan,-0.0133691,9.37524e-06,0,-nan,0.174082,0.000122077,-0,-nan,0.793168,0.694488,0.206394,-0.0767977,253.147,20000000,0
0.2,0.0365766,2.56276e-05,-0,-nan,-0.0155199,1.08741e-05,0,-nan,0.174083,0.000121972,-0,-nan,0.444944,0.386846,0.21011,-0.0891522,252.159,20000000,0
0.25,0.0376412,2.63541e-05,-0,-nan,-0.0182844,1.28017e-05,0,-nan,0.174084,0.000121883,-0,-nan,0.270759,0.228186,0.216224,-0.105032,253.837,20000000,0
0.3,0.0388383,2.71756e-05,-0,-nan,-0.021315,1.49144e-05,0,-nan,0.174085,0.000121809,-0,-nan,0.172748,0.139444,0.2231,-0.12244,247.944,20000000,0
0.35,0.0399671,2.79507e-05,-0,-nan,-0.0243618,1.70373e-05,0,-nan,0.174086,0.000121746,-0,-nan,0.113483,0.0876768,0.229583,-0.139941,253.002,20000000,0
0.4,0.0409574,2.86316e-05,-0,-nan,-0.0273172,1.90963e-05,0,-nan,0.174084,0.000121695,-0,-nan,0.0765458,0.0569011,0.235274,-0.156919,251.793,20000000,0
0.45,0.0418339,2.92337e-05,-0,-nan,-0.0301802,2.10901e-05,0,-nan,0.174085,0.000121651,-0,-nan,0.0529773,0.0380705,0.240308,-0.173365,250.779,20000000,0
0.5,0.042646,2.97904e-05,-0,-nan,-0.0329497,2.3017e-05,0,-nan,0.174085,0.000121607,-0,-nan,0.0376223,0.0261181,0.244972,-0.189273,247.309,20000000,0
0.55,0.043413,3.03134e-05,-0,-nan,-0.0355354,2.48128e-05,0,-nan,0.174086,0.000121557,-0,-nan,0.027376,0.0182308,0.249377,-0.204126,251.227,20000000,0
0.6,0.0441083,3.07834e-05,-0,-nan,-0.0377293,2.63314e-05,0,-nan,0.174087,0.000121496,-0,-nan,0.020264,0.0127992,0.25337,-0.216726,252.621,20000000,0
0.65,0.0446757,3.11598e-05,-0,-nan,-0.0392845,2.73996e-05,0,-nan,0.174087,0.00012142,-0,-nan,0.0150542,0.00892748,0.256628,-0.22566,249.506,20000000,0
0.7,0.0450741,3.14139e-05,-0,-nan,-0.0399506,2.78431e-05,0,-nan,0.174089,0.000121329,-0,-nan,0.0110694,0.00611706,0.258914,-0.229484,251.999,20000000,0
