z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0425135,3.10181e-05,-0,-nan,-0.0112796,8.22966e-06,0,-nan,0.173994,0.000126947,-0,-nan,0.159396,0.116304,0.244339,-0.0648274,253.448,20000000,0
0.15,0.0426923,3.10351e-05,-0,-nan,-0.0133394,9.69711e-06,0,-nan,0.173996,0.000126487,-0,-nan,0.075876,0.0575463,0.245363,-0.0766651,252.364,20000000,0
0.2,0.0430754,3.12398e-05,-0,-nan,-0.0163859,1.18837e-05,0,-nan,0.174007,0.000126196,-0,-nan,0.0427249,0.0319367,0.247549,-0.0941679,250.95,20000000,0
0.25,0.0435787,3.1551e-05,-0,-nan,-0.0202717,1.46767e-05,0,-nan,0.174011,0.000125984,-0,-nan,0.0263869,0.0184807,0.250437,-0.116497,254.009,20000000,0
0.3,0.0440865,3.1881e-05,-0,-nan,-0.0247223,1.78778e-05,0,-nan,0.174013,0.000125837,-0,-nan,0.0171611,0.0109744,0.253351,-0.142071,250.886,20000000,0
0.35,0.0445396,3.21834e-05,-0,-nan,-0.0294871,2.13068e-05,0,-nan,0.174015,0.00012574,-0,-nan,0.0114812,0.0066856,0.255953,-0.169452,249.113,20000000,0
0.4,0.0449327,3.24483e-05,-0,-nan,-0.0344029,2.48442e-05,0,-nan,0.174016,0.000125666,-0,-nan,0.00786201,0.00421073,0.25821,-0.1977,252.263,20000000,0
0.45,0.0452793,3.26833e-05,-0,-nan,-0.0394349,2.84647e-05,0,-nan,0.174017,0.000125608,-0,-nan,0.00551021,0.00273922,0.2602,-0.226615,252.237,20000000,0
0.5,0.0455818,3.28893e-05,-0,-nan,-0.0446407,3.22103e-05,0,-nan,0.174018,0.000125562,-0,-nan,0.00396131,0.00182265,0.261937,-0.256529,248.822,20000000,0
0.55,0.0458207,3.30538e-05,-0,-nan,-0.0500726,3.6121e-05,0,-nan,0.174019,0.000125532,-0,-nan,0.00292304,0.0012227,0.263309,-0.287743,249.645,20000000,0
0.6,0.0459653,3.31577e-05,-0,-nan,-0.0557024,4.01817e-05,0,-nan,0.174019,0.000125531,-0,-nan,0.00220007,0.000811839,0.264139,-0.320094,248.914,20000000,0
0.65,0.0459981,3.31847e-05,-0,-nan,-0.0613591,4.42666e-05,0,-nan,0.174012,0.000125538,-0,-nan,0.0016649,0.000525113,0.264339,-0.352615,248.901,20000000,0
0.7,0.045924,3.31603e-05,-0,-nan,-0.0667687,4.82116e-05,0,-nan,0.174014,0.00012565,-0,-nan,0.00124772,0.000325965,0.26391,-0.383698,253.004,20000000,0
0.75,0.0457643,3.30987e-05,-0,-nan,-0.0714689,5.16894e-05,0,-nan,0.174016,0.000125856,-0,-nan,0.000905338,0.000191333,0.262989,-0.410704,246.375,20000000,0
0.8,0.045555,3.30307e-05,-0,-nan,-0.0748327,5.42593e-05,0,-nan,0.174018,0.000126176,-0,-nan,0.000617041,0.000104352,0.261783,-0.430029,251.666,20000000,0
0.1,0.0639179,4.66741e-05,-0,-nan,-0.0113463,8.28531e-06,0,-nan,0.173996,0.000127055,-0,-nan,0.159396,0.116304,0.367352,-0.0652102,251.082,20000000,0
0.15,0.0638888,4.65033e-05,-0,-nan,-0.0125361,9.12476e-06,0,-nan,0.173998,0.00012665,-0,-nan,0.075876,0.0575463,0.367181,-0.0720473,250.026,20000000,0
0.2,0.0641722,4.65856e-05,-0,-nan,-0.0150134,1.08989e-05,0,-nan,0.174,0.000126315,-0,-nan,0.0427249,0.0319367,0.368806,-0.086284,250.061,20000000,0
0.25,0.064711,4.68933e-05,-0,-nan,-0.0187039,1.35539e-05,0,-nan,0.174011,0.000126098,-0,-nan,0.0263869,0.0184807,0.371879,-0.107487,252.078,20000000,0
0.3,0.0653282,4.72713e-05,-0,-nan,-0.023327,1.68793e-05,0,-nan,0.174013,0.000125916,-0,-nan,0.0171611,0.0109744,0.375421,-0.134053,254.571,20000000,0
0.35,0.0659121,4.76453e-05,-0,-nan,-0.0285997,2.06736e-05,0,-nan,0.174015,0.000125789,-0,-nan,0.0114812,0.0066856,0.378772,-0.164352,249.243,20000000,0
0.4,0.0664287,4.7981e-05,-0,-nan,-0.0343274,2.47944e-05,0,-nan,0.174017,0.000125691,-0,-nan,0.00786201,0.00421073,0.381737,-0.197265,251.115,20000000,0
0.45,0.066893,4.82855e-05,-0,-nan,-0.040475,2.92161e-05,0,-nan,0.174018,0.000125612,-0,-nan,0.00551021,0.00273922,0.384402,-0.23259,252.644,20000000,0
0.5,0.0673269,4.85738e-05,-0,-nan,-0.0471343,3.40056e-05,0,-nan,0.17402,0.000125548,-0,-nan,0.00396131,0.00182265,0.386893,-0.270856,251.81,20000000,0
0.55,0.0677289,4.88468e-05,-0,-nan,-0.0543922,3.92282e-05,0,-nan,0.17402,0.000125505,-0,-nan,0.00292304,0.0012227,0.389201,-0.312562,252.007,20000000,0
0.6,0.0680716,4.90882e-05,-0,-nan,-0.0622199,4.48684e-05,0,-nan,0.174021,0.000125491,-0,-nan,0.00220007,0.000811839,0.391169,-0.357543,251.442,20000000,0
0.65,0.0683172,4.9266e-05,-0,-nan,-0.0703689,5.07456e-05,0,-nan,0.174013,0.000125487,-0,-nan,0.0016649,0.000525113,0.392599,-0.404389,249.588,20000000,0
0.7,0.0684522,4.93997e-05,-0,-nan,-0.0784128,5.6588e-05,0,-nan,0.174015,0.000125581,-0,-nan,0.00124772,0.000325965,0.393369,-0.450609,250.295,20000000,0
0.75,0.068474,4.94901e-05,-0,-nan,-0.0856059,6.18723e-05,0,-nan,0.174017,0.000125772,-0,-nan,0.000905338,0.000191333,0.39349,-0.491939,248.342,20000000,0
0.8,0.0684059,4.95564e-05,-0,-nan,-0.0908978,6.58506e-05,0,-nan,0.17402,0.000126068,-0,-nan,0.000617041,0.000104352,0.393092,-0.522341,254.973,20000000,0
0.1,0.0533332,3.89361e-05,-0,-nan,-0.0110613,8.07535e-06,0,-nan,0.173995,0.000127026,-0,-nan,0.159396,0.116304,0.306521,-0.0635724,252.863,20000000,0
0.15,0.053387,3.88415e-05,-0,-nan,-0.0126115,9.17545e-06,0,-nan,0.173998,0.000126591,-0,-nan,0.075876,0.0575463,0.306826,-0.0724809,250.636,20000000,0
0.2,0.0537038,3.89662e-05,-0,-nan,-0.015328,1.11216e-05,0,-nan,0.173999,0.000126249,-0,-nan,0.0427249,0.0319367,0.308644,-0.0880922,251.302,20000000,0
0.25,0.054219,3.9274e-05,-0,-nan,-0.0190973,1.38333e-05,0,-nan,0.174011,0.000126046,-0,-nan,0.0263869,0.0184807,0.311584,-0.109748,250.339,20000000,0
0.3,0.0547807,3.96276e-05,-0,-nan,-0.0236352,1.70974e-05,0,-nan,0.174013,0.000125879,-0,-nan,0.0171611,0.0109744,0.314808,-0.135824,250.74,20000000,0
0.35,0.0553013,3.99675e-05,-0,-nan,-0.0286695,2.07201e-05,0,-nan,0.174015,0.000125765,-0,-nan,0.0114812,0.0066856,0.317796,-0.164753,249.766,20000000,0
0.4,0.055759,4.02699e-05,-0,-nan,-0.0340158,2.45667e-05,0,-nan,0.174017,0.000125677,-0,-nan,0.00786201,0.00421073,0.320423,-0.195474,253.021,20000000,0
0.45,0.0561675,4.0542e-05,-0,-nan,-0.0396347,2.86086e-05,0,-nan,0.174018,0.000125607,-0,-nan,0.00551021,0.00273922,0.322769,-0.227763,251.297,20000000,0
0.5,0.0565399,4.07925e-05,-0,-nan,-0.0455977,3.28979e-05,0,-nan,0.174019,0.000125551,-0,-nan,0.00396131,0.00182265,0.324906,-0.262027,250.706,20000000,0
0.55,0.0568668,4.10161e-05,-0,-nan,-0.0519708,3.74848e-05,0,-nan,0.17402,0.000125515,-0,-nan,0.00292304,0.0012227,0.326783,-0.298649,250.996,20000000,0
0.6,0.0571195,4.11954e-05,-0,-nan,-0.0587223,4.23514e-05,0,-nan,0.17402,0.000125506,-0,-nan,0.00220007,0.000811839,0.328235,-0.337445,253.344,20000000,0
0.65,0.0572697,4.13061e-05,-0,-nan,-0.0656397,4.7343e-05,0,-nan,0.174012,0.000125507,-0,-nan,0.0016649,0.000525113,0.329113,-0.377213,250.86,20000000,0
0.7,0.0573121,4.13702e-05,-0,-nan,-0.072371,5.22404e-05,0,-nan,0.174015,0.000125611,-0,-nan,0.00124772,0.000325965,0.329352,-0.41589,253.067,20000000,0
0.75,0.0572548,4.13934e-05,-0,-nan,-0.0783123,5.66174e-05,0,-nan,0.174017,0.000125809,-0,-nan,0.000905338,0.000191333,0.329019,-0.450027,251.007,20000000,0
0.8,0.0571264,4.14004e-05,-0,-nan,-0.0826284,5.98822e-05,0,-nan,0.174019,0.000126115,-0,-nan,0.000617041,0.000104352,0.328276,-0.474823,253.083,20000000,0
0.1,0.0605198,4.41791e-05,-0,-nan,-0.0112737,8.22975e-06,0,-nan,0.173995,0.000127016,-0,-nan,0.159396,0.116304,0.347824,-0.0647932,252.299,20000000,0
0.15,0.0605376,4.40385e-05,-0,-nan,-0.0128801,9.36973e-06,0,-nan,0.173998,0.000126576,-0,-nan,0.075876,0.0575463,0.347922,-0.0740247,248.71,20000000,0
0.2,0.0608443,4.41423e-05,-0,-nan,-0.0156805,1.13761e-05,0,-nan,0.173999,0.000126236,-0,-nan,0.0427249,0.0319367,0.349681,-0.090118,252.776,20000000,0
0.25,0.0613765,4.44541e-05,-0,-nan,-0.0195557,1.41639e-05,0,-nan,0.174011,0.000126034,-0,-nan,0.0263869,0.0184807,0.352716,-0.112382,250.713,20000000,0
0.3,0.0619665,4.48215e-05,-0,-nan,-0.024213,1.75137e-05,0,-nan,0.174013,0.000125867,-0,-nan,0.0171611,0.0109744,0.356102,-0.139145,248.545,20000000,0
0.35,0.0625139,4.51761e-05,-0,-nan,-0.0293733,2.12268e-05,0,-nan,0.174015,0.000125753,-0,-nan,0.0114812,0.0066856,0.359244,-0.168797,252.119,20000000,0
0.4,0.0629906,4.54887e-05,-0,-nan,-0.0348476,2.51652e-05,0,-nan,0.174017,0.000125666,-0,-nan,0.00786201,0.00421073,0.36198,-0.200254,249.624,20000000,0
0.45,0.0634121,4.57672e-05,-0,-nan,-0.0405957,2.92996e-05,0,-nan,0.174018,0.000125596,-0,-nan,0.00551021,0.00273922,0.3644,-0.233284,247.608,20000000,0
0.5,0.0637982,4.60251e-05,-0,-nan,-0.0466902,3.36832e-05,0,-nan,0.174019,0.00012554,-0,-nan,0.00396131,0.00182265,0.366616,-0.268305,250.415,20000000,0
0.55,0.0641478,4.62637e-05,-0,-nan,-0.053199,3.83674e-05,0,-nan,0.17402,0.000125504,-0,-nan,0.00292304,0.0012227,0.368623,-0.305706,252.373,20000000,0
0.6,0.0644377,4.64697e-05,-0,-nan,-0.0600897,4.33341e-05,0,-nan,0.17402,0.000125496,-0,-nan,0.00220007,0.000811839,0.370288,-0.345302,250.467,20000000,0
0.65,0.0646376,4.66172e-05,-0,-nan,-0.0671457,4.84261e-05,0,-nan,0.174012,0.000125499,-0,-nan,0.0016649,0.000525113,0.371454,-0.385868,252.798,20000000,0
0.7,0.0647398,4.67292e-05,-0,-nan,-0.0740094,5.342e-05,0,-nan,0.174015,0.000125604,-0,-nan,0.00124772,0.000325965,0.372036,-0.425306,251.456,20000000,0
0.75,0.0647454,4.68071e-05,-0,-nan,-0.0800668,5.78836e-05,0,-nan,0.174017,0.000125804,-0,-nan,0.000905338,0.000191333,0.372064,-0.46011,252.919,20000000,0
0.8,0.064677,4.68715e-05,-0,-nan,-0.0844691,6.12149e-05,0,-nan,0.174019,0.000126112,-0,-nan,0.000617041,0.000104352,0.371665,-0.485401,249.876,20000000,0
0.1,0.0523488,3.82201e-05,-0,-nan,-0.0117103,8.54976e-06,0,-nan,0.173995,0.000127035,-0,-nan,0.159396,0.116304,0.300863,-0.0673024,250.656,20000000,0
0.15,0.0524314,3.81504e-05,-0,-nan,-0.0133142,9.68774e-06,0,-nan,0.173998,0.000126605,-0,-nan,0.075876,0.0575463,0.301334,-0.0765195,250.003,20000000,0
0.2,0.0527802,3.82997e-05,-0,-nan,-0.0161541,1.17222e-05,0,-nan,0.173999,0.000126262,-0,-nan,0.0427249,0.0319367,0.303336,-0.0928403,250.191,20000000,0
0.25,0.0533242,3.86302e-05,-0,-nan,-0.0201143,1.45716e-05,0,-nan,0.17401,0.00012606,-0,-nan,0.0263869,0.0184807,0.306442,-0.115592,249.294,20000000,0
0.3,0.053911,3.90019e-05,-0,-nan,-0.0248959,1.8011e-05,0,-nan,0.174013,0.00012589,-0,-nan,0.0171611,0.0109744,0.30981,-0.143069,251.562,20000000,0
