z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0293475,2.09549e-05,-0,-nan,-0.0022787,1.62705e-06,0,-nan,0.17399,0.000124234,-0,-nan,27.9005,26.1577,0.168673,-0.0130967,252.532,20000000,0
0.15,0.0290916,2.07828e-05,-0,-nan,-0.00352853,2.52075e-06,0,-nan,0.173978,0.000124288,-0,-nan,13.4601,12.7186,0.167215,-0.0202815,252.337,20000000,0
0.2,0.0293865,2.09992e-05,-0,-nan,-0.00516257,3.68912e-06,0,-nan,0.173972,0.000124319,-0,-nan,7.5318,7.0952,0.168915,-0.0296747,250.497,20000000,0
0.25,0.0301885,2.15675e-05,-0,-nan,-0.00695859,4.97139e-06,0,-nan,0.173975,0.000124292,-0,-nan,4.54132,4.2214,0.173522,-0.0399976,252.143,20000000,0
0.3,0.0312172,2.22945e-05,-0,-nan,-0.00873612,6.2391e-06,0,-nan,0.173972,0.000124246,-0,-nan,2.86252,2.61228,0.179438,-0.0502156,251.869,20000000,0
0.35,0.0322323,2.30141e-05,-0,-nan,-0.0104252,7.44368e-06,0,-nan,0.17397,0.000124216,-0,-nan,1.85835,1.66446,0.185275,-0.0599253,252.404,20000000,0
0.4,0.0331187,2.36416e-05,-0,-nan,-0.0120351,8.59119e-06,0,-nan,0.17397,0.000124187,-0,-nan,1.24093,1.09334,0.190371,-0.0691793,252.846,20000000,0
0.45,0.0338926,2.41864e-05,-0,-nan,-0.0135758,9.68796e-06,0,-nan,0.17397,0.000124148,-0,-nan,0.851501,0.739513,0.194819,-0.0780356,250.744,20000000,0
0.5,0.0346539,2.47222e-05,-0,-nan,-0.0149747,1.0683e-05,0,-nan,0.17397,0.000124111,-0,-nan,0.599567,0.513144,0.199194,-0.0860759,250.968,20000000,0
0.55,0.0355034,2.5318e-05,-0,-nan,-0.0160633,1.1455e-05,0,-nan,0.173971,0.000124061,-0,-nan,0.431962,0.363263,0.204077,-0.0923333,251.064,20000000,0
