z2,<dsig|c12>_U,err_<dsig|c12>_U,<ALL|c12>_U,err_<ALL|c12>_U,<dsig|c12>_L,err_<dsig|c12>_L,<ALL|c12>_L,err_<ALL|c12>_L,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,denU,denL,Collins_U,Collins_L,time[s],neval,fail
0.1,0.0406994,2.87148e-05,-0,-nan,-0.002731,1.92681e-06,0,-nan,0.174079,0.000122818,-0,-nan,8.95724,8.28946,0.233799,-0.0156883,251.577,20000000,0
0.15,0.0402953,2.84054e-05,-0,-nan,-0.00357888,2.52286e-06,0,-nan,0.174067,0.000122705,-0,-nan,4.31886,4.03474,0.231494,-0.0205604,250.542,20000000,0
0.2,0.0406429,2.86404e-05,-0,-nan,-0.00506818,3.57146e-06,0,-nan,0.17406,0.000122657,-0,-nan,2.41801,2.25071,0.2335,-0.0291174,253.351,20000000,0
0.25,0.0416871,2.93703e-05,-0,-nan,-0.00699952,4.93145e-06,0,-nan,0.174051,0.000122626,-0,-nan,1.46021,1.33762,0.23951,-0.0402153,248.872,20000000,0
0.3,0.0430503,3.03152e-05,-0,-nan,-0.00913428,6.4322e-06,0,-nan,0.174039,0.000122555,-0,-nan,0.922251,0.826366,0.24736,-0.0524842,250.471,20000000,0
0.35,0.0444082,3.12623e-05,-0,-nan,-0.0113278,7.97452e-06,0,-nan,0.174038,0.000122518,-0,-nan,0.599894,0.525605,0.255164,-0.0650884,249.35,20000000,0
0.4,0.0456017,3.20945e-05,-0,-nan,-0.0135376,9.52778e-06,0,-nan,0.174038,0.000122488,-0,-nan,0.401251,0.344705,0.262022,-0.0777857,248.871,20000000,0
0.45,0.0466521,3.2826e-05,-0,-nan,-0.0157604,1.10896e-05,0,-nan,0.174037,0.000122459,-0,-nan,0.275726,0.232819,0.268058,-0.0905577,252.273,20000000,0
0.5,0.047691,3.35474e-05,-0,-nan,-0.0179262,1.26099e-05,0,-nan,0.174038,0.000122424,-0,-nan,0.194425,0.161313,0.274027,-0.103002,250.84,20000000,0
0.55,0.0488483,3.43487e-05,-0,-nan,-0.0198466,1.39556e-05,0,-nan,0.174038,0.000122378,-0,-nan,0.140309,0.113989,0.280676,-0.114036,248.848,20000000,0
0.6,0.0501827,3.52695e-05,-0,-nan,-0.0212256,1.49178e-05,0,-nan,0.174039,0.000122318,-0,-nan,0.102816,0.0813338,0.288342,-0.121959,250.938,20000000,0
0.65,0.0516236,3.62583e-05,-0,-nan,-0.0218084,1.53173e-05,0,-nan,0.17404,0.000122239,-0,-nan,0.0755118,0.0578831,0.296619,-0.125306,253.602,20000000,0
0.7,0.0530795,3.72496e-05,-0,-nan,-0.0213793,1.50034e-05,0,-nan,0.174042,0.000122138,-0,-nan,0.0548546,0.0406076,0.30498,-0.12284,249.24,20000000,0
0.75,0.0544241,3.81524e-05,-0,-nan,-0.0199229,1.39663e-05,0,-nan,0.174045,0.000122009,-0,-nan,0.0386389,0.0276118,0.312701,-0.11447,251.924,20000000,0
0.8,0.0555567,3.88952e-05,-0,-nan,-0.0176365,1.23473e-05,0,-nan,0.174049,0.000121852,-0,-nan,0.02566,0.0177494,0.319201,-0.101331,254.83,20000000,0
