z2,<dsig|c12>_UL,err_<dsig|c12>_UL,<ALL|c12>_UL,err_<ALL|c12>_UL,BU_o_AU,err_BU_o_AU,BL_o_AU,err_BL_o_AU,Collins_UL,times[s],neval,fail
,0.1,0.0530999,1.80504e-05,0.000692224,1.86421e-07,0.148769,5.05715e-05,0.00193939,5.22291e-07,0.564946,144.6,46000000,0
,0.15,0.0536954,1.85832e-05,0.00069995,1.91567e-07,0.148766,5.14857e-05,0.00193925,5.30746e-07,0.571292,138.547,44000000,0
,0.2,0.0559327,2.00046e-05,0.000729084,2.05932e-07,0.148764,5.32064e-05,0.00193915,5.47718e-07,0.595102,129.464,41000000,0
,0.25,0.0595676,3.39305e-05,0.000776687,3.48498e-07,0.148794,8.47548e-05,0.00194008,8.7051e-07,0.633652,53.6807,17000000,0
,0.3,0.063939,6.7456e-05,0.000834935,6.89813e-07,0.148882,0.000157071,0.00194415,1.60623e-06,0.679749,19.045,6000000,0
,0.35,0.068507,0.000174342,0.000894722,1.76528e-06,0.149043,0.000379297,0.00194655,3.84052e-06,0.727525,6.28426,2000000,0
,0.4,0.0732064,0.000429034,0.000946846,4.2441e-06,0.149676,0.000877189,0.00193589,8.67736e-06,0.774146,3.13856,1000000,0
,0.45,0.0775026,0.000454212,0.00100241,4.49316e-06,0.149676,0.000877189,0.00193589,8.67734e-06,0.819577,3.11756,1000000,0
,0.5,0.0817866,0.000479319,0.00105782,4.74152e-06,0.149676,0.000877189,0.00193588,8.67733e-06,0.86488,3.10042,1000000,0
,0.55,0.0860703,0.000504424,0.00111322,4.98986e-06,0.149676,0.00087719,0.00193588,8.67732e-06,0.91018,3.13636,1000000,0
,0.6,0.090167,0.000528433,0.0011662,5.22736e-06,0.149676,0.00087719,0.00193587,8.67732e-06,0.953501,3.1248,1000000,0
,0.65,0.0937222,0.000549269,0.00121218,5.43346e-06,0.149676,0.00087719,0.00193587,8.67731e-06,0.991097,3.07774,1000000,0
,0.7,0.096314,0.000564459,0.0012457,5.58371e-06,0.149676,0.00087719,0.00193587,8.6773e-06,1.01851,3.14062,1000000,0
,0.75,0.0975758,0.000571854,0.00126202,5.65686e-06,0.149676,0.000877191,0.00193586,8.67729e-06,1.03185,3.12656,1000000,0
,0.8,0.0973357,0.000570447,0.00125891,5.64293e-06,0.149676,0.000877191,0.00193586,8.67728e-06,1.02931,3.12776,1000000,0
